"ST004D01T","ST022Q01TA","REPEAT","SCI.PHY","SCI.CHE","SCI.BIO","SCI.EAR","SCI.APP","SCI.GEN","OUT.MEAL","OUT.STUDY","OUT.VEDIO","OUT.READ","OUT.NET","Out.GAME","OUT.FRD","OUT.PAR","OUT.HOUSE","OUT.JOB","OUT.SPORT","ST111Q01TA","ST062Q01TA","ST062Q02TA","ST062Q03TA","ST031Q01NA","ST032Q01NA","ST064Q01NA","ST064Q02NA","ST064Q03NA","GRADE","MISCED","FISCED","DURECEC","DISCLISCI","TEACHSUP","IBTEACH","TDTEACH","ENVAWARE","ENVOPT","JOYSCIE","INTBRSCI","INSTSCIE","SCIEEFF","EPIST","SCIEACT","BSMJ","BMMJ1","BFMJ2","OUTHOURS","TMINS","BELONG","ANXTEST","MOTIVAT","COOPERATE","CPSVALUE","EMOSUPS","PERFEED","ADINST","unfairteacher","CULTPOSS","HEDRES","WEALTH"
0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,2,0,0,0,3,1,0,0,0,1,3,3,1,0.6605,0.2407,-0.2196,0.0532,0.1749,0.2791,-1.1992,0.0795,0.4152,0.1387,1.0174,-1.7518,42,25,39,NA,1600,-0.5174,1.8135,0.4094,0.6369,-0.7464,-0.8863,0.5054,0.0214,8,0.0058,-2.1013,-0.632
1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,2,0,0,0,3,7,1,1,1,1,2,2,NA,0.0039,-0.5539,0.8943,-0.1583,-0.5132,0.3864,-0.3522,0.38,-0.5375,-0.0681,-1.2897,1.3895,85,14,36,3.2188758248682,2200,-0.3381,-0.0374,-0.1651,-0.2882,0.0333,-0.889,-0.3953,-0.0163,10,-1.6287,-1.718,-1.0479
1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,2,0,0,0,3,7,0,1,1,1,4,4,2,1.8837,1.4475,1.9311,2.0781,-0.0417,2.1275,1.1174,0.614,1.7359,3.2775,2.1552,1.9895,71,76,76,NA,2025,0.6642,0.7616,1.8543,1.5604,2.1017,1.0991,0.0134,-0.3816,8,0.7777,1.1563,1.8813
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,6,0,0,0,1,4,4,1,-1.637,-0.415,-0.9645,0.3118,0.3262,0.4273,0.5094,0.7165,1.7359,0.3326,1.4394,1.0158,71,69,48,4.02535169073515,2700,-0.0621,1.9474,-0.8476,0.9675,-0.482,1.0991,-0.1474,0.702,7,-0.3669,-0.5199,0.3102
0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,2,0,1,0,0,7,1,0,0,1,4,3,NA,-0.5148,-1.4644,-0.514,-1.0416,-1.1717,-0.4355,0.1496,-0.0921,-1.9301,-2.0216,0.5992,0.6632,50,69,NA,3.09104245335832,1350,-1.4894,1.7184,-0.8133,0.2085,-1.4959,-2.1165,-0.494,-1.2428,19,2.1655,-1.7123,0.4606
0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,2,1,1,0,2,5,1,0,1,1,2,3,2,-2.4162,1.4475,-2.4245,0.8729,0.0985,0.3361,-0.5781,-1.9075,-0.7778,-1.0838,-0.1933,-0.1041,85,22,56,NA,NA,-0.983,0.0921,-0.4982,0.395,-0.3735,-1.4448,2.4994,0.0214,6,2.1655,1.1563,0.3955
1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,3,NA,NA,NA,1,4,2,1,NA,NA,NA,NA,-2.1527,3.0127,-0.8208,-2.4981,-0.4935,NA,NA,NA,53,NA,36,NA,550,-0.6981,0.5209,-0.1651,-0.2882,0.0333,-0.889,NA,NA,12,-1.6287,-1.4682,-0.3875
0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,1,1,1,0,2,1,0,0,1,2,4,3,0.2829,0.9133,1.3587,2.0781,0.6486,-0.5633,-0.8208,-0.3199,0.7648,-0.2583,2.1552,-1.7518,89,31,57,NA,2400,-0.3381,-0.4968,1.3961,2.2879,0.891,1.0991,2.4994,0.0214,7,0.6093,-0.9735,1.8809
1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,2,0,0,1,1,7,0,0,0,0,3,2,NA,1.8837,1.4475,1.6354,2.0781,3.2811,0.8208,2.1635,2.4511,1.7359,3.2775,2.1552,2.7484,69,25,31,4.06044301054642,NA,-0.5917,0.5736,0.1111,-0.2882,0.0333,1.0991,0.0134,0.3379,9,-0.7039,-1.1871,1.6227
1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,3,5,1,0,1,0,3,3,1,-1.189,0.2588,-0.0731,-0.5262,-0.635,0.4844,0.5094,0.3547,-0.2874,-0.0645,-0.5061,-1.7518,53,31,12,3.04452243772342,1800,-1.4043,0.4065,-1.173,-0.9124,-0.8356,0.1018,-0.7048,-1e-04,8,-0.2107,-1.0668,-0.3366
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0,0,3,2,1,1,0,1,4,4,1,-0.2296,-0.5956,-0.2053,-0.2928,1.0361,-0.1548,0.0992,0.5279,0.3708,-0.3753,0.5975,-0.8405,71,69,87,3.52636052461616,1750,-0.4725,1.5125,0.4631,-0.2882,-1.039,-0.2495,-0.8636,-0.8077,10,2.1655,-0.8323,0.0066
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,2,1,7,0,0,0,1,0,0,0,-2.4162,-1.4605,-1.6773,-0.6102,-1.2707,-1.7932,-2.1154,-0.253,-0.1158,-1.0524,-1.3692,-1.7518,74,16,18,NA,1575,-0.66,0.5209,-0.1651,-0.2882,0.0333,-1.9181,0.0134,-0.3816,13,-0.356,-4.3706,-1.3308
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,1,1,2,1,2,2,3,-0.3478,-0.2682,-0.7304,0.4505,0.0172,0.1726,0.5094,-0.3744,0.3708,0.3155,-0.1933,1.3044,70,65,31,2.70805020110221,NA,-0.779,2.5493,1.3961,-0.777,-0.3735,0.2493,1.1008,0.6524,10,-0.356,1.1563,1.3735
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,-0.3864,-0.7797,-0.8208,-0.3361,-0.7778,-0.7154,-0.1007,-1.7518,37,43,31,NA,1700,-0.4725,0.0752,-0.2111,-0.7876,-0.5546,0.5658,NA,NA,10,-0.831,-0.1639,-0.0914
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,3,5,0,1,1,1,3,1,2,0.9781,1.4475,0.2172,0.4505,0.0194,3.0127,-0.8208,0.5305,0.3708,0.3155,-0.1933,0.9725,58,25,29,3.40119738166216,1925,1.5043,-0.2702,0.8101,0.4252,1.4758,1.0991,1.0606,-0.3816,6,2.1655,1.1563,-0.1807
0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,4,4,1,-0.0405,-0.2651,0.9443,0.4505,0.0194,-1.7932,0.5094,0.0284,0.3708,0.3155,-0.1933,0.9725,76,18,82,2.19722457733622,360,-0.7577,-0.0465,0.1111,-0.2882,-0.5546,-0.4263,1.0606,0.6524,6,0.0433,-0.1108,0.4128
1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,3,2,1,0,1,0,3,4,2,0.6353,1.4475,2.4937,-0.3597,-3.3765,1.2306,0.5094,-0.3744,0.3708,-2.1157,-2.6434,-0.8649,NA,62,29,1.6094379124341,NA,0.6642,1.0496,-0.1651,NA,NA,-0.3306,0.7495,NA,7,1.0478,-1.6647,1.2239
0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,2,1,0,0,0,5,1,0,1,2,0,0,NA,0.4046,-0.7576,-0.1772,-0.0141,-0.4866,1.2483,0.0992,-0.1315,1.7359,-2.1039,0.5975,-0.5575,NA,12,12,3.68887945411394,1350,-0.8135,0.0337,0.8598,0.9455,0.0333,0.1018,-0.8636,-0.787,12,-1.6287,-1.813,-1.7764
1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,2,1,0,0,3,0,2,0,2,2,4,2,2,1.8837,0.5683,-0.4887,0.8634,-0.1306,-1.7932,0.5094,0.8687,1.7359,-0.3994,2.1552,0.34,72,57,71,3.2188758248682,1750,-0.1515,2.5493,1.3961,0.4252,0.0333,-0.2495,0.4524,1.3974,9,0.1919,-0.5343,0.9585
0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,2,0,0,0,0,7,1,0,0,1,2,2,NA,0.2299,-0.0738,-0.6766,-0.0033,-0.1092,0.3955,0.0992,-0.9308,0.0125,-0.3589,0.2497,-0.422,43,NA,25,2.30258509299405,800,1.5611,1.0461,0.8101,-1.198,-1.4959,-1.8533,-0.6682,-1.2428,7,0.0433,-0.5343,-0.1965
0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,7,2,2,1,2,4,4,3,0.3363,1.4475,-0.7293,0.5819,-0.5727,-1.7932,-0.8208,-2.4981,0.3708,-0.5651,-1.3692,-1.7518,66,65,27,3.09104245335832,1640,-0.3381,0.6329,-0.7662,-0.2882,0.0333,1.0991,-0.5356,0.0386,9,-1.6287,0.0321,0.8003
1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,3,7,2,1,2,1,3,2,3,0.0332,1.4475,1.6693,2.0781,-0.2342,-1.7932,-0.8208,0.6496,0.3708,0.3155,-0.1933,0.0784,46,59,31,2.99573227355399,1200,0.6642,0.2594,0.8101,-0.9705,0.9305,0.3838,0.0134,-0.3816,18,-1.6287,-0.5343,1.408
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,7,1,1,1,2,2,0,NA,0.4541,0.6325,0.5264,0.8729,1.2318,-1.0294,0.5094,0.2592,0.3708,-0.027,2.1552,0.6806,71,70,23,NA,2100,-0.7104,-0.0345,0.0078,-1.0775,-0.6214,1.0991,0.3995,0.353,10,-0.7039,-1.3175,-0.2327
0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,NA,2,0,0,0,1,2,2,NA,1.2422,1.4475,0.3086,0.9505,-0.1826,-0.4783,0.0992,0.5305,0.3708,-0.3994,-0.1933,-0.3306,NA,12,12,2.89037175789616,1500,0.0248,-0.3879,-0.7132,-0.2882,0.0333,0.1018,1.0606,2.0469,6,-0.522,-0.1108,-0.3098
0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,2,1,1,0,0,4,NA,NA,NA,2,4,4,0,NA,NA,NA,NA,2.2983,0.4042,2.1635,0.324,0.9798,1.7032,0.5317,0.7948,85,76,18,NA,1800,2.5915,-0.6871,0.959,2.2879,0.5587,1.0991,NA,NA,9,0.0433,1.1563,1.1943
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3,7,1,1,0,2,4,3,NA,1.8837,-0.913,0.4217,0.3199,0.2501,-0.9037,2.1635,0.324,0.0125,3.2775,2.1552,1.4443,72,NA,NA,3.2188758248682,1800,0.7934,1.9474,0.608,0.8242,2.1017,0.1004,0.0134,-1.2428,9,2.1655,1.1563,2.1618
1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,3,7,2,2,1,1,4,4,NA,0.0039,1.4475,0.2317,0.2564,-1.0211,-1.7932,2.1635,0.8585,-1.9301,-0.0623,2.1552,0.9725,42,48,81,1.09861228866811,1800,-0.3381,-0.6871,1.8543,2.2879,2.1017,1.0991,1.0606,0.6524,6,-0.2107,1.1563,1.9402
0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,NA,4,2,2,0,1,3,3,NA,-0.1502,-0.5665,-0.2116,0.658,-0.1776,1.7678,0.5094,0.3117,0.3708,0.9664,-0.1933,-1.7518,71,69,48,2.56494935746154,1650,-0.3381,0.3813,-0.1651,-0.2882,0.3895,-1.7212,-0.1237,0.9835,9,-1.6287,-0.8323,0.3305
0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,-2.4162,-1.0718,0.8985,0.4505,-0.2724,0.7231,-0.8208,-0.3744,0.3708,-1.0524,-0.1933,-0.3658,42,14,NA,2.70805020110221,920,-0.8144,0.0244,-0.1651,-0.2882,0.0333,-0.889,0.0134,-0.3816,9,0.0433,-1.1358,-0.4962
0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,0,0,0,2,4,0,0,0,1,3,2,NA,-1.2115,-0.7449,-1.375,-0.6102,-1.3199,-1.7932,0.0992,0.5305,0.0125,0.1364,0.3418,-0.0372,40,22,23,3.13549421592915,1800,-0.9999,-0.3688,-0.1624,0.395,-1.6108,-0.4263,-1.1537,-0.8077,16,0.1919,-0.9044,-0.4217
1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,3,7,0,0,0,1,2,2,NA,-0.2296,-1.0541,-3.3405,-0.8671,-1.7951,1.0173,-1.3808,NA,-1.9301,-3.7565,-0.1933,-1.7518,46,12,12,NA,NA,-3.1297,2.5493,0.9399,0.8352,2.1017,-3.0789,-1.5255,-0.3369,11,-1.6287,-4.3706,-1.9281
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,2,2,1,2,2,2,NA,0.2829,1.4475,0.4324,0.4505,-0.1323,0.7231,0.5094,0.5305,0.3708,-0.2363,-0.1933,0.3332,33,20,27,NA,480,2.6127,0.0752,-0.1651,-0.2882,0.891,0.1018,1.0606,0.6524,6,0.1157,-1.1119,-1.2415
1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,2,0,2,1,3,5,1,0,0,0,0,3,0,0.4541,-0.4684,0.7285,0.4505,0.2882,1.4038,1.1225,1.4315,1.0558,-0.6956,0.231,0.8087,69,NA,15,2.19722457733622,900,0.2947,0.5209,0.9799,0.4252,0.9305,-0.3306,0.7051,0.0214,10,-0.4365,-1.8851,-1.9037
0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,2,0,1,0,3,5,1,2,1,1,4,4,3,0.2829,0.2588,0.9452,2.0781,0.5281,-1.7932,-0.2145,-0.8083,1.7359,1.5002,2.1552,-0.0265,85,53,71,2.99573227355399,1800,1.398,-0.3963,1.8543,1.5899,0.5587,1.0991,1.5543,0.3029,8,1.0478,1.1563,2.0502
1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,NA,2,0,1,0,0,4,2,0,-1.1301,1.4475,1.6748,0.658,3.2932,-0.2804,1.0372,2.5601,0.6789,-2.8303,2.1552,-1.7518,47,69,27,1.94591014905531,450,-0.1491,1.0461,0.4631,0.5759,0.9978,1.0991,1.0606,2.0469,19,2.1655,1.1563,0.5937
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,2,0,0,0,3,6,1,1,1,1,2,4,2,0.5529,-0.5988,-0.8076,-1.315,0.0054,-1.7932,-1.3786,-0.4003,0.6961,-1.2123,-0.7443,-0.8649,85,50,77,NA,1750,0.1643,-0.8954,1.0385,-1.3881,2.1017,-0.6092,-1.5255,-0.76,9,-1.6287,-0.6134,-0.7853
1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,2,0,0,0,0,7,1,1,0,2,2,4,NA,1.8837,0.3719,0.509,0.8729,0.7582,1.6705,0.5094,2.1765,0.3708,-0.5556,1.5636,0.3511,72,25,72,2.77258872223978,1500,-0.4725,-0.0836,1.8543,-0.6455,-1.039,0.4662,-0.0517,0.0164,11,-0.4113,1.1563,-0.104
1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,3,1,1,1,0,1,4,4,1,0.3363,-1.0718,0.0656,2.0781,2.0258,-1.7932,0.5094,1.1038,1.1151,-0.4089,1.5073,1.6138,70,59,26,4.23410650459726,2250,-0.3381,-0.2067,-0.4495,0.395,-0.5546,-0.889,1.0606,0.3181,11,-0.356,1.1563,0.9536
1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,2,0,0,1,2,7,1,1,1,2,0,1,NA,-0.458,-0.8046,0.9452,-0.3597,0.0194,-1.7932,-0.8208,0.0537,1.7359,0.3155,-0.1933,0.9725,54,16,22,2.70805020110221,300,0.514,0.2594,1.3961,0.9675,-0.3,1.0991,1.0606,0.6524,6,-0.4343,0.0321,-0.5732
1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,2,0,0,0,0,3,1,1,0,1,4,2,1,0.0039,-1.0718,-0.2843,0.2564,-0.4218,0.8534,-1.1457,-0.2865,0.0125,-0.4342,-0.1933,0.3108,66,77,33,2.19722457733622,1350,-0.4838,0.5209,0.1111,-1.1533,0.0333,-0.889,-0.5356,0.353,9,-0.356,-1.0509,0.0029
1,1,1,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,3,5,NA,NA,NA,1,2,4,NA,-0.7439,-1.0718,-0.121,0.4505,0.0194,NA,0.5094,NA,0.3708,NA,NA,1.7582,NA,NA,70,4.06044301054642,NA,0.3171,0.2594,-0.0495,-0.2882,0.0333,0.0264,1.0606,NA,18,-0.6174,1.1563,1.8673
0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,1,1,0,0,4,1,0,1,1,4,4,NA,-0.4572,0.9209,0.7591,0.7258,0.2115,-1.7932,-0.1704,-0.8903,0.3708,-0.8893,0.2674,-0.8649,55,60,71,3.2188758248682,2475,0.3645,-0.2154,1.8543,-0.7876,-0.7799,1.0991,1.7852,2.0469,10,-0.0514,1.1233,1.2025
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,7,1,1,1,1,1,1,NA,0.2829,0.0966,0.7005,0.4505,0.0194,0.5178,0.5094,0.8609,1.7359,-0.5879,0.1946,0.8256,72,26,36,1.94591014905531,2835,-0.5064,-0.308,-0.2803,-0.3244,-0.9561,-0.0985,0.0134,0.6524,7,-0.7039,1.1563,0.6585
0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,3,1,0,0,1,4,4,1,-0.3164,-2.1787,-1.7502,-1.4026,-0.5005,-0.2537,-0.524,-0.0908,-0.7778,-0.0765,0.3019,-0.5575,85,82,71,3.8286413964891,1650,-0.5753,0.2563,1.8543,-0.2882,-0.5546,1.0991,-1.5255,-1.9656,9,1.0478,1.1563,2.1451
1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,3,5,0,0,0,1,2,NA,NA,1.8837,-0.4527,-0.8711,0.0615,0.0194,0.7231,0.5094,2.4511,-1.9301,0.3155,-0.1933,0.4159,50,NA,NA,2.99573227355399,1800,-1.0137,0.7993,-0.7662,-0.2882,-1.6621,-0.2495,-0.238,-0.3369,8,2.1655,1.1563,-0.5513
0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,2,0,0,0,0,5,1,1,1,1,2,3,NA,0.8351,0.6375,1.3006,1.4501,-0.3204,0.3864,2.1635,0.6496,1.7359,3.2775,1.1319,0.404,79,NA,62,NA,3000,0.1313,-0.7059,1.8543,1.5899,2.1017,-0.889,1.0606,0.6673,6,-0.2107,-0.1108,0.6276
1,0,1,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,5,2,0,0,1,2,2,NA,0.5529,1.4475,1.3563,0.4505,3.2811,-0.9037,2.1635,NA,-1.9301,1.8792,-2.0463,1.6719,89,NA,NA,NA,NA,-1.1407,0.5209,-0.9233,-1.0775,-0.7799,-0.889,1.0606,NA,8,0.4973,1.1563,0.493
0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0,1,4,3,NA,-2.4162,-1.3072,-1.0022,-2.4476,0.4006,-0.3241,-0.395,-0.0908,-0.5375,0.5445,-0.5013,-1.7518,54,60,NA,NA,NA,-1.4115,0.206,-0.2803,-0.2882,0.0333,-0.889,-1.5255,-1.9656,16,-0.4113,-3.0588,-0.9466
0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,1,1,2,NA,0,0,1,1,2,2,2,1.0389,1.4475,1.2384,2.0781,1.2588,-0.7797,-0.8208,-0.4264,1.7359,-0.5765,-0.1933,0.7823,89,71,29,2.70805020110221,2160,-0.3381,-0.0465,0.959,-0.2882,1.4758,1.0991,2.4994,1.3974,8,0.2737,0.0321,1.6124
1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,NA,1,0,7,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,0.808,0.7009,0.5094,0.7736,0.7429,1.2208,0.231,-0.1041,64,31,52,2.70805020110221,1875,-0.1144,1.057,1.8543,1.5899,2.1017,1.0991,NA,NA,6,0.0058,-0.1108,0.1274
0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,2,0,0,0,0,5,1,1,1,1,2,4,1,0.8934,1.4475,-0.4447,0.2564,-1.7876,0.7231,0.5094,-0.2865,0.3708,-0.5541,-0.1933,-0.6992,42,58,24,2.484906649788,1800,-0.3381,0.5209,-0.1651,-0.2882,0.0333,1.0991,0.0134,0.6524,6,-0.5975,0.0321,1.6663
0,0,NA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,2,1,4,0,0,0,1,1,4,1,-2.4162,0.4284,-0.6481,-0.2836,-1.487,-1.7932,-0.8208,0.7532,-1.9301,-1.3537,0.3019,-1.7518,74,NA,71,2.70805020110221,2520,-1.3255,1.8135,0.4094,2.2879,1.4758,-0.2495,-1.5255,NA,9,0.7777,1.1563,0.2311
0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,2,2,4,4,NA,0.6,1.4475,-0.3049,2.0781,-0.3926,-0.189,-2.1154,-0.6088,-1.9301,1.5207,-0.1933,-1.7518,32,80,77,2.99573227355399,1800,-1.8419,1.0016,1.3961,-1.2109,-1.3255,-0.2495,-1.5255,1.3974,7,-1.6287,-0.5343,0.2709
1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,2,0,1,0,3,7,1,1,1,1,1,1,1,0.4046,-1.0718,0.9452,0.2564,0.0194,1.8024,0.5094,0.5305,0.3708,0.3155,-0.1933,0.9725,37,NA,26,3.55534806148941,1925,-0.3381,-0.4248,-0.8133,-0.2882,-0.6214,1.0991,0.0134,-0.3816,12,-0.2818,0.0321,0.4573
0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,1,1,1,1,4,4,2,0.0039,0.9133,0.0799,2.0781,0.9551,0.3361,0.5094,-0.4403,1.7359,0.302,-0.2369,0.7915,71,76,57,1.94591014905531,1875,-0.9306,0.2594,1.3961,1.164,-0.3,1.0991,1.1758,2.0469,6,0.1157,0.0321,-0.7622
1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,1,1,4,4,3,0.6145,-0.0744,-0.5635,-0.4473,-0.0252,0.3783,0.3914,0.3643,-0.2874,-0.8913,-0.5337,1.6089,50,76,50,2.99573227355399,1440,1.0269,-0.1679,-0.0137,-0.8556,1.2787,-0.2495,0.376,0.0214,10,0.3641,0.6022,0.7838
0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,2,0,2,1,2,7,1,0,0,1,2,1,1,0.1628,0.9133,-0.1248,0.4505,0.3506,0.7041,-0.2145,0.8784,-0.1128,0.9703,1.1859,-1.7518,69,31,31,3.2188758248682,2160,-0.3381,-0.1679,0.5952,1.5604,-0.3,0.3838,-1.1537,0.6524,12,-0.2236,1.1563,-0.3025
1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,6,2,2,1,2,0,0,0,1.0438,0.2545,0.4138,0.0615,0.146,0.186,0.5094,0.4161,1.7359,-1.0554,-0.1933,-0.7064,74,NA,24,1.94591014905531,1500,-2.4078,-0.6788,1.8543,0.9455,2.1017,1.0991,-1.1537,-0.787,6,-0.1201,1.1563,1.1132
1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,2,0,0,1,2,0,1,1,1,2,4,4,1,0.4541,-0.5098,0.5233,-0.0718,-0.3864,0.6007,-0.3398,0.4387,-0.7778,1.2061,-0.5713,0.3808,65,87,77,3.04452243772342,1650,0.6642,0.4752,1.8543,-0.9705,0.5587,1.0991,-0.6241,-0.0163,6,0.6093,1.1563,-0.0195
0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,2,0,0,0,0,2,0,1,0,1,4,2,NA,1.1892,0.6375,-0.3213,0.658,-1.1059,0.8129,-0.395,-0.7742,-0.7778,-0.4004,0.231,-0.1074,65,82,37,1.38629436111989,2000,-0.5064,0.8185,1.3961,-0.3352,-0.3735,0.5658,0.0933,2.0469,8,2.1655,-0.7218,0.2137
0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,2,3,1,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,-1.0672,0.6516,-0.3928,-0.3568,-0.2152,-2.064,-0.7992,-1.7518,50,16,34,1.09861228866811,480,-1.0462,0.5306,0.1353,-1.0775,-0.3735,-0.1676,NA,NA,10,-0.356,-3.0852,-0.0755
0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,2,0,0,0,0,NA,NA,NA,NA,1,2,2,NA,0.0039,0.4879,0.5378,-0.2213,NA,3.0127,0.125,-0.0034,1.2817,NA,-0.5942,-0.8649,89,31,15,3.29583686600433,1800,0.6642,1.4987,0.2405,1.5899,2.1017,0.3838,0.1271,0.3332,14,-0.4365,-1.2004,0.7663
1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,2,0,1,1,0,5,1,1,1,2,1,1,NA,0.5529,1.4475,0.609,-2.4476,-0.1323,-0.3192,0.5094,0.3043,-0.038,-0.2322,1.1836,-0.8649,70,44,52,2.83321334405622,1500,0.6642,-0.4671,1.8543,0.9455,1.0765,1.0991,0.0134,-0.787,7,-0.7039,-0.5343,0.6515
