"ST004D01T","ST022Q01TA","REPEAT","SCI.PHY","SCI.CHE","SCI.BIO","SCI.EAR","SCI.APP","SCI.GEN","OUT.MEAL","OUT.STUDY","OUT.VEDIO","OUT.READ","OUT.NET","Out.GAME","OUT.FRD","OUT.PAR","OUT.HOUSE","OUT.JOB","OUT.SPORT","ST111Q01TA","ST062Q01TA","ST062Q02TA","ST062Q03TA","ST031Q01NA","ST032Q01NA","ST064Q01NA","ST064Q02NA","ST064Q03NA","GRADE","MISCED","FISCED","DURECEC","DISCLISCI","TEACHSUP","IBTEACH","TDTEACH","ENVAWARE","ENVOPT","JOYSCIE","INTBRSCI","INSTSCIE","SCIEEFF","EPIST","SCIEACT","BSMJ","BMMJ1","BFMJ2","OUTHOURS","TMINS","BELONG","ANXTEST","MOTIVAT","COOPERATE","CPSVALUE","EMOSUPS","PERFEED","ADINST","unfairteacher","CULTPOSS","HEDRES","WEALTH"
1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,0,0,0,1,1,1,2,1,1,4,4,2,0.0039,-0.2651,-0.1683,0.4587,-0.1306,-0.4888,0.5094,1.0051,1.7359,3.2775,-0.1933,1.6729,69,25,75,NA,1500,-0.3381,-0.0465,1.8543,-0.8088,-1.3255,0.1711,-0.8636,0.6524,10,-0.5041,-0.5343,0.912
1,0,NA,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,1,0,1,1,1,4,4,NA,-1.0781,0.1382,0.5994,NA,-1.2408,1.0755,-0.7662,-0.1807,0.9798,NA,-1.789,NA,70,18,NA,3.2188758248682,NA,-0.8219,-0.4697,-2.0226,-1.5691,-1.5663,-2.254,NA,-0.8348,13,-0.8341,-0.6134,0.2874
1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,2,1,0,0,0,5,1,1,1,1,1,2,0,0.8934,0.8213,0.5845,1.4501,0.0194,3.0127,0.5094,1.1997,1.7359,-0.7237,2.1552,-0.6992,72,31,12,NA,1320,0.3171,-0.1679,1.8543,1.5899,1.4758,0.3838,0.376,0.687,6,0.2737,1.1563,1.4782
0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,2,2,0,7,1,2,1,0,3,2,NA,-0.2336,-0.5956,-0.2985,0.3294,0.3754,1.0285,-0.8208,-2.4981,-0.0575,-0.3947,-0.5013,-0.7976,54,NA,27,3.2188758248682,NA,-0.8427,0.8531,0.8101,0.8242,-1.039,1.0991,NA,0.0214,8,-0.0284,1.1563,0.1366
1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,2,0,0,1,0,7,1,1,1,1,4,2,1,-0.8504,-0.5956,-0.8209,-0.1416,-0.1306,-1.7932,0.0992,0.2367,-0.7579,0.1007,-0.1933,-0.8649,71,82,31,NA,2520,-0.4725,0.6434,-0.8771,-1.4606,0.0333,-1.6136,-1.5255,0.353,6,-0.5041,-1.0509,1.4165
0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,2,1,1,0,2,2,0,1,0,1,2,2,NA,0.7634,-0.028,-0.0953,0.199,-0.6732,0.8592,-0.3398,0.0211,0.3708,-0.9379,-0.1933,-0.7976,55,41,31,1.09861228866811,1800,-0.3381,-0.6871,0.8598,-0.8088,-0.5546,0.0264,-1.1537,1.3472,8,-0.5975,-1.7275,0.4578
1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,2,1,1,0,1,4,3,1,-1.0005,1.4475,0.656,0.4842,-1.3561,1.3313,2.1635,NA,0.3708,-1.479,2.1552,3.3617,54,65,31,NA,NA,-0.3381,0.5209,-0.8133,1.1866,2.1017,-3.0789,0.9443,0.6524,8,-0.7273,-1.0364,-0.7238
0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,2,0,0,0,2,0,0,0,1,3,2,NA,-1.2223,-0.8046,-1.3674,-0.9558,-1.2707,-0.645,0.5094,0.2009,1.0728,0.9058,0.7095,1.2379,45,65,27,3.09104245335832,1800,-1.1406,1.9474,1.3961,-0.2882,-0.6245,-1.5266,-0.3865,-0.0163,12,-0.356,-0.7218,0.3369
1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,2,0,0,2,0,6,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,0.099,1.5668,-0.8208,-1.6194,-0.3035,-0.3923,-0.1933,-1.727,38,69,48,NA,1800,-0.4725,-0.4331,-0.2803,-1.198,-0.3,-1.2602,NA,NA,7,-0.8341,-0.7218,1.8782
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,4,2,1,1.8837,1.4475,0.9452,0.1272,1.4721,2.2486,-0.7662,0.8653,0.3708,0.2928,-0.5942,-0.7235,51,52,31,NA,2145,1.0269,-0.1952,1.8543,-0.2882,-0.3735,0.1018,0.0134,0.3181,12,-0.356,1.1563,2.091
0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,2,7,0,1,0,1,2,1,2,0.0039,1.4475,0.3387,0.2564,-1.3141,0.3965,0.0992,0.2405,0.3708,0.3155,0.5164,-0.8649,64,41,15,NA,1500,-0.3381,0.4939,0.9799,0.5759,-0.3,0.0264,1.0606,0.3728,10,0.0058,-1.4299,-1.5963
0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,1,2,1,1,1,1,2,1,1,-0.0454,1.4475,0.6784,1.1203,1.064,0.5942,1.3859,0.438,0.9798,1.0414,1.1859,0.7432,51,56,NA,2.30258509299405,1800,0.4638,0.2463,1.3961,1.164,0.891,-1.3239,-0.2674,2.0469,8,-0.2107,-1.0509,0.606
0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,7,0,0,0,1,4,1,NA,0.0406,-0.1462,-0.1429,2.0781,-0.388,-1.0294,-0.8208,-1.6546,-1.9301,-2.2859,-0.775,-1.7518,53,89,47,NA,NA,-0.3381,-0.7209,0.8101,-0.2882,-0.9515,-0.3306,-1.5255,-0.76,6,-0.356,1.1563,1.4165
1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,2,2,0,0,3,6,0,1,0,1,2,3,1,0.2884,1.4475,1.0197,2.0781,-0.0157,1.5034,2.1635,0.8104,0.3708,0.1361,-0.1933,0.7539,71,25,53,3.13549421592915,1750,0.6642,-0.6871,1.7094,-0.2882,0.0333,-0.4263,1.698,1.0006,7,-1.2278,-1.3402,1.1588
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,2,0,0,0,2,2,0,1,0,1,3,4,NA,0.8934,1.4475,-0.3652,2.0781,-1.5179,-0.1548,1.6403,-1.2668,0.3708,-0.9003,-0.1933,-1.7518,86,66,NA,2.83321334405622,NA,-0.1461,0.5209,1.8543,2.2879,2.1017,1.0991,-0.1237,0.687,9,0.7777,1.1563,4.274
0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,2,1,0,0,2,5,1,0,1,2,4,4,3,0.0039,-1.5846,-0.5987,-1.7885,0.163,-0.645,0.9378,0.1105,0.3708,0.7495,-0.1933,0.379,89,NA,NA,4.14313472639153,NA,-0.3381,2.5493,1.8543,2.2879,2.1017,0.3838,-0.4831,-1.2428,9,-0.2107,1.1563,2.1162
0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,7,1,1,0,1,4,4,2,0.0039,-0.1164,-0.2795,-0.0718,3.2811,0.2532,0.5094,-0.7816,0.0125,2.341,0.7973,0.7855,85,69,62,2.30258509299405,1800,-0.3381,-0.5332,0.8101,-0.3352,0.3895,1.0991,-1.1537,-0.3816,8,2.1655,1.1563,2.4122
1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,0,0,0,0,7,1,2,2,1,4,4,3,-0.5436,0.9133,-0.3282,0.2645,0.1999,0.6565,1.3705,0.0965,-0.7778,-0.0401,1.5636,0.882,85,58,51,1.6094379124341,1400,-0.3381,0.174,1.8543,-0.0077,-0.9872,1.0991,0.9663,0.0386,7,0.2293,1.1563,0.9452
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,3,2,1,0,0,1,3,2,NA,-0.7439,1.4475,1.0151,2.0781,-0.4113,0.9872,-0.6306,-0.1265,-0.7778,-0.0894,0.1946,-0.8649,64,27,NA,2.07944154167984,2160,-0.3381,0.5306,1.8543,-0.2882,0.0333,0.1004,0.9757,2.0469,17,-1.6287,0.0321,-1.2622
0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,2,0,0,0,0,4,2,2,2,1,3,3,NA,0.2884,1.4475,0.4652,1.0975,0.5506,-1.7932,2.1635,0.1138,1.7359,2.3444,2.1552,1.165,42,48,NA,3.2188758248682,1800,0.6642,0.9136,1.8543,1.5899,0.0333,0.1018,1.0606,2.0469,14,-0.1523,-0.7355,0.1713
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,2,1,3,1,1,0.8934,1.4475,3.1829,-2.4476,3.2811,3.0127,-2.1154,0.5305,1.0558,3.2775,2.1552,3.3617,86,31,24,2.99573227355399,720,-0.3381,-0.1679,0.9799,0.395,-0.8356,0.1018,2.4994,2.0469,8,-0.1338,1.1563,0.4565
0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,NA,NA,NA,2,4,2,2,NA,NA,NA,NA,-1.2707,0.7231,0.5094,-0.3744,0.3708,0.3155,-0.1933,-1.7518,50,76,31,3.40119738166216,1800,-0.4725,0.2594,1.8543,-0.2882,-0.0174,-0.889,NA,NA,6,-1.6287,1.1563,0.4995
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,7,NA,NA,NA,0,2,4,2,1.8837,1.4475,NA,2.0781,-0.42,-1.7932,0.8225,NA,NA,NA,-0.5317,NA,NA,50,NA,4.00733318523247,NA,NA,-0.8996,1.8543,-1.1664,-0.6214,0.5658,2.4531,NA,NA,-0.7273,1.1563,0.2242
0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,0,7,1,2,2,1,1,1,NA,1.8837,1.4475,-0.2477,1.4332,-1.0123,0.4367,0.5094,0.1409,-1.9301,-0.2258,1.5073,-0.2375,85,18,54,2.89037175789616,1200,-0.983,0.7993,1.8543,0.8242,-0.7799,1.0991,1.5132,2.0469,6,-0.831,-0.1108,0.0916
0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,2,0,0,0,3,1,2,2,0,1,4,4,3,0.2884,1.4475,0.7295,2.0781,0.6771,-1.7932,1.3705,0.8589,1.7359,0.5357,2.1552,0.5231,69,73,82,1.94591014905531,1750,2.5915,1.1943,1.8543,0.5759,0.0333,1.0991,1.9281,2.0469,6,1.0478,-0.5343,0.8459
1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,7,1,1,1,1,4,2,0,1.8837,-0.2651,0.7005,-0.0718,-1.186,-1.7932,0.5094,0.5305,-0.7778,0.3128,-0.3059,-1.7518,70,45,15,NA,1950,-0.3381,-0.6871,0.1218,0.395,2.1017,1.0991,0.0134,-0.3816,6,-0.1201,1.1563,2.4776
1,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,2,0,0,0,2,4,1,2,1,1,4,4,1,0.9337,0.6375,-1.0022,-0.0057,0.0194,-0.0357,-0.8208,0.2649,-0.7956,-0.5538,-0.1933,-1.7518,NA,58,77,3.49650756146648,1640,-0.3701,-0.2039,-0.8133,-0.7876,0.0333,-0.889,-0.4831,-0.3369,10,0.0045,-0.8323,0.459
0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,2,0,0,0,3,5,0,0,0,1,NA,NA,NA,-0.2683,-1.0718,-1.229,-0.6102,-0.5977,-0.5633,0.5094,-0.2052,-0.494,-0.3994,-0.1933,0.3088,85,70,NA,4.0943445622221,1200,-1.1467,0.5209,1.8543,-0.2882,-0.3735,-0.2495,-1.1537,-0.787,15,2.4033,1.1563,2.3297
0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,7,1,1,2,1,2,4,2,0.8041,1.4475,1.8308,1.4501,-0.5727,-0.1548,-0.576,-0.3199,0.0125,-1.0524,2.1552,-0.8649,42,60,52,NA,1320,-1.6857,0.7186,1.8543,1.3264,0.4818,1.0991,2.4994,1.3472,6,0.7777,1.1563,0.2698
0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,1,1,0,5,1,1,1,1,3,2,1,-0.5177,-1.2924,-0.4478,-0.6102,-0.6453,2.0864,-0.8208,0.1393,0.0125,-0.3819,-0.1933,0.8745,55,60,57,2.63905732961526,1750,-0.3381,0.8425,-0.8133,0.4252,0.0333,0.3838,-1.1537,-0.3816,12,-0.5975,0.2156,2.8408
0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,4,1,1,0,1,0,1,0,0.0039,1.4475,0.5028,2.0781,0.8103,1.6684,2.1635,0.5305,1.7359,0.4842,2.1552,0.9725,33,31,22,2.99573227355399,1800,-0.5064,-1.4251,0.2168,-0.2882,0.0333,-0.889,1.0606,0.702,9,-0.356,-1.0523,0.022
0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,2,0,0,0,0,7,1,1,0,2,4,4,2,0.5529,1.4475,0.5486,2.0781,0.5785,-0.7685,-0.2145,0.6584,0.3708,-0.2238,1.4394,-0.2766,55,59,76,3.52636052461616,1750,2.5915,0.0752,1.8543,1.5604,1.4758,1.0991,2.4994,1.3974,8,0.3005,1.1563,2.185
0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,2,1,1,1,3,5,0,0,0,1,3,3,3,0.8934,1.4475,0.8875,0.4587,-0.6123,-0.3192,2.1635,-0.4003,1.7359,0.7418,0.231,1.5868,32,51,81,3.09104245335832,1800,1.5043,2.5493,0.959,0.4252,0.4713,0.1018,-0.9479,0.3181,10,2.1655,1.1563,2.4932
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,6,2,2,2,1,2,2,NA,0.1099,1.4475,2.3122,1.4501,0.1232,0.7231,2.1635,-0.4917,1.7359,0.3155,2.1552,-1.7518,69,NA,30,3.17805383034795,NA,1.5611,-0.3879,1.8543,0.0647,2.1017,1.0991,2.4994,2.0469,6,-0.7039,0.2156,0.4595
1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,0,1,3,7,0,1,0,1,3,3,0,-0.5436,-2.0757,-3.3405,-1.7704,-0.3221,-1.7932,0.8931,1.3588,-0.1987,-0.5704,-0.1933,0.6466,72,81,23,3.04452243772342,1350,-0.983,0.5209,1.8543,-1.1533,-0.3735,-0.889,-0.6937,-1.9656,13,-1.2278,-1.6393,-1.1455
1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,2,1,1,0,0,6,2,2,2,1,2,4,0,1.8837,0.7896,0.7196,1.4501,-0.0809,-0.189,-0.6427,-0.0604,-0.5555,0.3131,-0.1933,0.1758,50,25,72,3.55534806148941,1500,-0.8427,-0.5306,0.4631,-0.2882,0.0333,1.0991,0.829,0.9784,10,-0.2107,1.1563,0.0279
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,NA,NA,2,7,2,2,2,1,NA,NA,NA,1.8837,-1.076,0.3732,-0.2123,1.1561,-0.4783,0.5094,0.9248,0.8155,0.1033,0.5975,1.066,89,NA,NA,2.99573227355399,1700,-0.4157,0.7186,0.959,0.8242,2.1017,0.025,-0.9174,-1.2428,18,1.0478,1.1563,0.8898
0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,1,0,1,1,2,2,0,1.8837,1.4475,1.1835,2.0781,-0.2182,0.4831,0.8904,1.2179,-0.0575,0.7418,0.1502,-0.1437,59,24,27,3.29583686600433,1650,-0.7817,0.4836,0.8598,1.164,1.4758,0.3838,1.0606,2.0469,7,0.0433,1.1563,-0.6286
1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,2,1,1,0,0,1,1,0,0,1,NA,2,1,0.6,-1.9635,-2.2684,-1.0416,3.2811,1.8108,2.1635,0.4913,0.3708,3.2775,2.1552,0.9042,89,31,81,2.99573227355399,1800,1.0269,-1.1442,1.8543,1.5604,-2.8294,1.0991,-0.4379,-1.9656,11,-0.356,1.1563,0.5128
0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,2,2,1,0,NA,1,2,2,1,-0.2336,1.4475,-1.2378,0.9405,0.135,0.1746,-0.6427,-2.4981,-0.7778,-3.7565,-0.7443,-1.7518,42,18,21,2.484906649788,NA,-0.4062,0.4682,0.9799,-0.2882,-0.0701,0.5658,0.1271,0.3379,14,-1.2278,0.0321,1.59
0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,1,0,1,1,2,2,4,4,1,-0.088,-0.1164,1.1608,-0.6102,0.0194,-1.7932,0.5094,-0.6381,1.7359,0.0762,-0.1933,0.0784,89,59,NA,2.07944154167984,720,-0.7768,-0.2154,1.8543,-0.2882,-0.3,0.0264,0.0134,-0.3816,6,-0.2818,1.1563,0.8323
0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,2,1,1,1,2,3,1,1,1,1,4,2,1,0.0039,-0.9096,-0.9486,-0.0117,-0.7984,-1.7932,0.0992,-0.0369,-0.494,-0.7638,0.5002,0.01,50,25,18,0.693147180559945,1710,-0.3381,1.7184,0.959,1.0205,1.4758,0.5658,-1.5255,-0.787,12,0.2293,0.0321,0.5687
0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,1,1,3,2,2,2,0,4,4,1,-1.1351,-0.962,-0.121,-0.6102,-1.2707,0.7231,0.1458,-0.409,0.3708,-1.0524,-1.2337,0.9725,55,14,52,3.91202300542815,2520,-1.8849,2.5493,0.3348,-0.2882,0.0333,-0.889,0.0134,-0.3816,6,0.1157,-1.0348,-0.3601
1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,2,1,1,0,2,7,1,0,0,1,4,4,0,0.0039,-0.1164,0.3565,0.5087,-0.4747,0.2809,-2.1154,-1.0845,-1.9301,-3.7565,-0.1933,-1.7518,53,57,71,1.94591014905531,1500,1.0269,0.6467,-0.8133,-0.7876,0.3895,1.0991,1.0606,-0.3816,12,-0.4343,1.1563,0.6274
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,2,5,1,1,1,1,4,4,2,0.6558,0.3719,0.1466,-0.8671,-0.911,0.5827,-0.3398,-1.0606,0.7648,-0.4415,-0.1933,-1.7518,63,74,59,NA,1600,-0.5064,0.5306,-0.1651,-0.2882,-1.039,1.0991,0.3108,1.0006,6,-0.5975,-0.1108,0.5291
0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,2,0,0,0,3,6,0,0,0,1,1,0,1,0.4046,1.4475,-0.636,0.2483,0.8923,0.7231,0.5094,-0.0664,0.3708,-0.741,-0.1933,-0.8649,85,41,28,2.99573227355399,1650,0.6642,-0.9109,0.6611,-0.2882,0.0333,1.0991,1.0606,0.0214,6,-1.2278,-1.2004,-0.4606
0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,2,0,1,1,0,7,2,2,2,2,4,3,2,-0.7185,-1.733,2.3653,0.395,0.5945,0.6908,2.1635,NA,1.7359,2.3335,2.1552,1.8455,71,77,38,3.13549421592915,1900,0.4232,0.455,1.8543,0.4252,-1.6169,1.0991,0.0134,-1.2428,9,2.1655,1.1563,1.4782
0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,2,0,0,0,0,3,0,0,0,2,3,3,NA,0.7048,1.4475,1.1718,-0.6102,0.9611,-1.7932,-0.3398,-1.0724,0.0125,-0.7082,2.1552,0.6452,NA,NA,56,2.484906649788,1260,-0.0099,0.0752,0.8101,2.2879,1.0765,-1.3869,-0.0292,1.0172,8,-0.356,1.1563,0.8371
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,3,2,0,0,0,0,2,2,1,0.2829,-1.0718,-0.2053,-0.6102,-0.6693,0.7231,0.5094,NA,1.7359,-3.7565,-0.5013,-1.7518,42,41,NA,1.79175946922805,2025,-0.5064,0.2495,0.8101,-0.2882,0.0333,1.0991,0.0134,0.3029,8,0.7777,-0.1639,1.0838
0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,1,1,1,0,6,1,0,0,2,4,3,NA,0.5529,0.3574,-0.1412,-1.7885,-0.0227,-0.1097,-0.395,0.015,0.9178,0.1635,-0.0806,0.0316,42,63,39,NA,1800,0.1802,1.5125,0.1111,0.395,-0.3735,0.3838,-0.8636,1.3472,9,-0.5975,0.1927,1.9402
1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,2,0,0,1,3,5,1,0,1,1,2,3,NA,0.008,-0.4082,0.2148,0.395,0.0928,1.2643,1.1662,-0.7097,1.356,-2.068,1.1152,0.1167,89,25,29,2.39789527279837,810,0.0248,-0.0345,-0.1651,1.0205,1.4758,0.1018,1.0386,0.9784,8,-0.4343,-1.9024,-0.0925
0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,2,5,2,1,0,2,2,2,NA,-0.2722,1.4475,0.3651,1.0322,3.2811,0.1613,0.5094,-0.8161,0.8155,0.5233,-0.1933,0.9533,50,NA,18,2.56494935746154,NA,-0.3701,0.3366,-0.1651,-0.9705,-0.482,-0.889,1.0606,0.6524,14,-0.2818,-1.7275,-0.7791
0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,2,0,0,0,0,7,1,1,0,1,4,4,1,0.3363,0.3758,-0.3704,-0.3597,-0.4218,-1.7932,0.5094,0.6584,0.3708,-0.0685,-0.1933,-0.8649,89,62,87,2.07944154167984,1800,0.1313,-1.1929,0.4631,-0.2882,0.0333,1.0991,1.0606,0.0214,11,-0.4343,0.2156,1.0464
1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,NA,1,NA,0,6,2,1,2,1,0,0,0,1.8837,0.9133,-0.4572,1.4501,-2.7019,1.1549,0.5895,1.1997,0.0448,3.2775,2.1552,0.1758,69,53,26,1.79175946922805,1400,0.7246,-1.2232,0.8101,1.0425,0.891,0.1018,1.0606,2.0469,8,-0.7325,-1.6393,-0.1274
1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,2,0,0,0,3,0,0,0,0,0,4,4,3,0.5529,-1.4644,-0.6332,0.2564,0.4449,0.1368,-2.1154,-0.1178,-0.0086,0.3208,-0.1933,-0.2539,89,57,73,2.19722457733622,405,0.0248,0.0752,-0.2111,-0.2882,-1.4456,1.0991,-1.5255,-1.274,14,-0.2107,1.1563,1.4437
0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,2,0,1,0,2,5,0,0,1,1,0,0,NA,-1.2115,-0.5066,-0.2695,0.0615,-0.647,0.5161,-0.6427,0.0702,-0.5555,-0.5581,-0.5942,0.2235,65,12,12,NA,1050,-1.142,1.0461,-0.1756,-0.9705,-0.7799,-2.382,-1.1537,-0.8077,19,-1.6287,-0.7541,-1.368
0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,2,2,1,0,2,3,0,0,0,1,4,2,1,-1.5217,1.4475,0.1167,-2.4476,-0.2702,0.2446,-0.2121,0.5305,0.3708,0.3155,-0.1933,-0.1467,89,17,58,NA,NA,-0.1814,0.6467,-0.2803,0.4252,0.5587,-0.889,1.6562,0.0214,8,-1.2278,-0.6303,-0.488
1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,1,0,0,0,2,1,NA,-0.8453,0.1129,0.7508,2.0781,-1.1958,3.0127,0.5094,NA,1.7359,0.3367,-0.1933,1.9762,53,25,25,1.09861228866811,900,-0.4421,1.8135,1.8543,1.164,0.5587,1.0991,0.5146,0.6524,16,0.059,-1.4432,-0.9905
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,6,2,0,2,2,0,0,NA,1.8837,1.4475,0.4192,2.0781,1.34,0.9195,0.475,-0.2052,0.9798,-1.3976,-0.1933,-0.3658,85,NA,NA,1.6094379124341,360,0.0248,-0.6448,0.8101,0.5759,0.891,1.0991,2.4994,2.0469,9,-0.831,-0.6655,-0.6917
0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,2,0,1,0,0,3,0,1,0,1,4,4,NA,1.3751,1.4475,0.0496,0.3855,-0.3133,0.5178,0.5094,-0.4403,0.3708,0.7375,1.5636,1.0139,46,51,58,1.94591014905531,1750,-0.3381,-0.2067,-0.1651,-0.7876,0.0333,0.1711,-1.1537,-0.8077,6,2.1655,1.1563,1.2014
1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,3,7,2,1,1,1,2,3,1,0.0039,1.4475,1.8008,1.4501,0.0785,0.4155,-0.2145,-0.1239,-0.7778,-0.5641,-0.5013,-1.7518,47,25,31,3.93182563272433,2000,1.5043,0.9908,0.8101,0.4252,2.1017,-0.2511,1.4728,0.6524,7,-0.4365,-1.0757,0.7128
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,NA,NA,1,1,1,1,4,1,NA,1.8837,1.4475,0.8402,0.4505,0.0194,1.0998,0.5094,2.1765,-0.0948,1.4958,-0.1933,3.3617,67,25,25,NA,NA,-0.3381,-0.3879,0.5387,-0.2882,0.0333,1.0991,0.0134,0.6524,6,-0.1338,0.0321,-0.2033
0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,2,0,0,0,0,6,2,2,1,1,4,2,1,1.8837,1.4475,0.8911,1.4501,0.4213,0.0912,2.1635,0.4913,0.7648,-0.0519,1.5636,1.176,89,69,36,2.77258872223978,1925,1.5043,-1.9346,1.8543,0.395,0.748,1.0991,1.0606,0.702,6,2.1655,1.1563,0.7885
0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,2,0,0,0,0,5,1,0,1,1,4,2,1,0.5529,-0.1622,-0.2612,-0.4473,-0.3204,-1.7932,-1.0286,-0.2052,-0.7778,-0.5572,-0.1933,-0.7064,74,69,35,1.09861228866811,2000,-1.4215,1.3418,0.4631,0.395,-1.1459,0.0264,-1.5255,-0.3816,6,-0.5041,-1.3175,1.4372
